date,time,event,value,category1,category2,measure1,measure2
Mar-04-2021,01:45:02,Run,91.54,B,Blue,60.3,30.98
Mar-05-2021,04:13:02,Idle,13.71,A,Blue,40.37,28.47
Mar-06-2021,22:38:29,Alert,48.85,B,Red,41.46,38.1
Mar-07-2021,17:44:22,Idle,14.7,E,Blue,58.88,30.88
Mar-08-2021,21:09:24,Measure,18.6,D,Blue,37.13,22.0
Mar-09-2021,12:15:40,Start,69.3,B,Green,44.23,34.35
Mar-10-2021,01:54:36,Start,68.24,B,Red,58.34,17.91
Mar-11-2021,21:16:22,Stop,12.97,C,Red,80.81,8.3
Mar-12-2021,21:35:48,Measure,10.1,B,Yellow,59.08,0.04
Mar-13-2021,08:51:01,Alert,17.09,E,Blue,57.09,24.63
Mar-14-2021,23:49:52,Alert,78.67,D,Yellow,57.96,26.8
Mar-15-2021,21:42:12,Run,62.61,C,Black,33.9,107.32
Mar-16-2021,07:58:00,Measure,13.43,A,Blue,51.73,13.46
Mar-17-2021,16:11:03,Alert,53.93,A,Black,49.55,15.03
Mar-18-2021,20:12:30,Stop,74.08,D,Green,54.82,6.76
Mar-19-2021,08:58:06,Idle,88.21,A,Blue,51.75,2.19
Mar-20-2021,22:23:04,Start,94.06,E,Yellow,55.7,44.46
Mar-21-2021,04:16:29,Measure,39.47,B,Yellow,45.33,8.62
Mar-22-2021,08:05:24,Start,22.22,D,Blue,50.88,28.16
Mar-23-2021,18:15:20,Idle,31.32,C,Yellow,31.58,34.92
Mar-24-2021,01:09:15,Measure,79.86,B,Blue,45.2,19.12
Mar-25-2021,04:14:12,Idle,97.43,A,Red,70.86,62.71
Mar-26-2021,12:31:44,Alert,51.98,A,Yellow,54.78,17.6
Mar-27-2021,14:45:07,Alert,37.48,C,Blue,49.69,10.06
Mar-28-2021,10:17:55,Alert,48.63,E,Blue,78.44,67.91
Mar-29-2021,03:25:09,Idle,37.43,C,Yellow,29.59,59.32
Mar-30-2021,00:28:04,Idle,33.08,D,Red,33.36,5.38
Apr-01-2021,12:00:22,Idle,63.44,C,Yellow,75.69,0.79
Apr-02-2021,07:02:02,Start,11.42,A,Blue,50.69,2.83
Apr-03-2021,06:35:34,Idle,33.36,E,Red,46.36,10.13
Apr-05-2021,14:39:02,Alert,69.52,E,Black,32.01,107.55
Apr-06-2021,06:17:10,Stop,12.89,C,Green,56.72,24.53
Apr-07-2021,10:48:59,Idle,17.49,D,Yellow,58.17,14.02
Apr-08-2021,05:39:00,Stop,36.41,A,Blue,33.58,65.87
Apr-09-2021,09:27:56,Alert,89.0,B,Red,47.9,18.11
Apr-10-2021,18:02:35,Idle,78.84,E,Red,44.97,11.36
Apr-12-2021,10:14:32,Start,11.99,C,Black,53.84,85.02
Apr-13-2021,08:42:50,Start,55.15,D,Yellow,33.21,56.82
Apr-14-2021,12:25:15,Stop,34.72,D,Red,68.78,55.67
Apr-15-2021,03:32:19,Run,68.38,A,Black,63.74,21.54
Apr-17-2021,12:32:04,Start,74.94,E,Blue,44.55,46.74
Apr-18-2021,04:13:26,Start,87.66,A,Black,46.75,5.93
Apr-20-2021,22:13:39,Start,52.79,B,Yellow,47.95,25.54
Apr-21-2021,03:38:51,Alert,99.5,B,Black,38.33,123.77
Apr-22-2021,18:46:53,Start,98.2,B,Red,43.35,10.32
Apr-23-2021,03:29:18,Measure,89.4,D,Red,45.95,47.45
Apr-24-2021,08:52:12,Idle,61.74,E,Green,74.19,20.23
Apr-25-2021,13:54:59,Start,45.82,A,Black,64.2,1.22
Apr-26-2021,13:53:09,Run,42.79,A,Blue,64.02,43.19
Apr-27-2021,15:30:36,Run,11.09,B,Yellow,55.55,5.54
Apr-28-2021,22:26:05,Start,32.43,E,Green,33.24,29.95
Apr-29-2021,01:44:12,Start,74.69,E,Black,49.38,2.69
Apr-30-2021,18:49:59,Measure,64.33,C,Blue,64.56,88.05
May-01-2021,18:00:39,Start,92.48,E,Green,31.13,10.35
May-02-2021,21:47:28,Start,14.5,E,Red,59.55,7.7
May-03-2021,01:39:37,Idle,23.97,A,Yellow,84.84,4.15
May-05-2021,15:54:10,Run,81.03,E,Black,65.93,87.56
May-06-2021,16:54:50,Measure,42.27,E,Blue,71.21,37.33
May-08-2021,10:59:07,Run,20.65,A,Red,53.28,40.6
May-09-2021,21:03:10,Measure,99.68,E,Green,64.52,20.76
May-10-2021,07:08:25,Run,80.85,A,Yellow,39.23,19.32
May-11-2021,01:15:30,Start,46.79,C,Green,61.94,3.5
May-12-2021,05:52:20,Run,84.1,D,Green,59.82,24.62
May-14-2021,18:27:07,Run,71.25,A,Blue,54.35,8.51
May-15-2021,13:23:47,Measure,81.1,A,Red,69.74,113.36
May-16-2021,11:36:55,Stop,83.37,E,Black,41.92,47.77
May-17-2021,23:50:31,Measure,17.63,A,Blue,47.19,15.98
May-18-2021,17:40:01,Measure,66.07,B,Yellow,51.43,4.92
May-19-2021,19:43:01,Measure,10.61,B,Green,34.56,46.16
May-20-2021,09:00:35,Alert,13.91,C,Yellow,53.4,3.91
May-21-2021,11:08:35,Alert,91.36,A,Blue,24.22,6.3
May-22-2021,08:27:37,Alert,57.48,E,Blue,65.7,7.13
May-24-2021,00:41:45,Measure,76.23,E,Black,50.7,24.42
May-26-2021,21:24:17,Stop,85.47,D,Green,42.19,46.4
May-27-2021,05:17:51,Measure,95.46,C,Blue,37.48,11.32
May-28-2021,15:14:47,Start,88.24,E,Yellow,46.48,2.65
May-29-2021,07:12:54,Stop,53.5,D,Black,60.32,18.74
May-30-2021,10:59:56,Alert,40.24,E,Yellow,58.22,41.36
May-31-2021,06:16:49,Run,23.9,D,Green,39.42,7.52
Jun-01-2021,21:54:50,Run,46.03,B,Black,37.31,7.45
Jun-02-2021,12:46:22,Idle,42.98,B,Black,59.85,88.25
Jun-03-2021,21:28:21,Stop,60.36,E,Black,39.16,92.47
Jun-05-2021,00:28:47,Alert,69.9,C,Red,50.9,139.59
Jun-06-2021,04:57:34,Stop,98.05,A,Black,51.86,49.45
Jun-07-2021,22:09:18,Stop,75.55,C,Yellow,54.68,6.25
Jun-08-2021,04:06:45,Run,67.94,C,Yellow,62.87,7.15
Jun-09-2021,02:44:12,Measure,40.16,A,Green,31.06,12.48
Jun-10-2021,09:01:05,Start,13.11,B,Blue,21.33,11.49
Jun-11-2021,07:35:24,Idle,35.93,B,Blue,41.49,94.07
Jun-12-2021,11:59:46,Alert,79.16,A,Red,77.02,46.69
Jun-13-2021,07:06:45,Stop,28.47,D,Black,80.33,38.62
Jun-14-2021,22:18:45,Idle,74.1,C,Red,77.47,6.17
Jun-15-2021,21:12:20,Stop,62.18,E,Green,47.11,72.08
Jun-16-2021,00:58:18,Run,25.47,B,Green,23.27,52.79
Jun-17-2021,00:03:41,Start,33.55,E,Blue,14.85,5.36
Jun-18-2021,02:26:51,Run,54.67,A,Green,40.79,61.48
Jun-19-2021,08:34:27,Idle,47.65,E,Black,47.03,9.53
Jun-20-2021,05:05:54,Alert,80.07,E,Yellow,69.51,2.53
Jun-21-2021,11:22:32,Stop,76.1,C,Green,63.02,32.09
Jun-22-2021,15:23:04,Start,61.71,A,Red,53.41,31.82
Jun-23-2021,08:41:12,Run,84.0,E,Black,36.65,2.99
Jun-24-2021,14:11:04,Idle,60.64,B,Green,35.59,11.52
Jun-25-2021,04:30:27,Run,96.8,A,Green,53.81,148.07
Jun-26-2021,17:43:26,Stop,29.55,B,Black,60.46,34.04
Jun-27-2021,02:25:56,Stop,74.27,D,Green,55.88,39.29
Jun-28-2021,06:48:50,Alert,43.29,E,Yellow,34.48,7.18
Jun-29-2021,17:32:24,Start,35.11,A,Blue,59.76,2.46
Jun-30-2021,23:30:36,Measure,26.23,B,Black,56.39,9.73
Jul-01-2021,01:32:38,Run,59.73,E,Red,33.94,8.59
Jul-02-2021,10:42:31,Stop,29.39,C,Green,38.24,8.02
Jul-03-2021,17:16:33,Idle,28.03,B,Blue,60.33,6.42
Jul-04-2021,06:06:41,Run,99.15,B,Red,46.48,25.65
Jul-05-2021,21:52:34,Alert,82.16,D,Red,73.84,11.93
Jul-06-2021,11:34:10,Alert,77.34,C,Yellow,57.52,51.5
Jul-07-2021,11:56:03,Stop,81.47,D,Blue,42.7,6.1
Jul-08-2021,15:31:19,Stop,97.2,C,Black,49.85,18.74
Jul-09-2021,17:30:03,Stop,61.59,B,Blue,50.95,0.41
Jul-10-2021,21:37:52,Measure,29.82,D,Blue,39.07,19.72
Jul-11-2021,14:00:02,Stop,87.6,E,Red,36.31,1.72
Jul-12-2021,04:21:16,Run,76.85,C,Yellow,60.52,114.13
Jul-13-2021,13:40:34,Run,47.29,B,Yellow,62.68,46.9
Jul-14-2021,12:34:42,Start,52.62,A,Blue,59.06,20.21
Jul-15-2021,01:55:46,Idle,47.01,C,Blue,72.73,2.72
Jul-17-2021,12:50:53,Stop,93.69,C,Green,41.87,26.93
Jul-20-2021,15:17:06,Run,40.92,E,Red,75.11,42.66
Jul-21-2021,12:35:40,Run,96.71,C,Black,36.49,6.35
Jul-22-2021,09:40:06,Run,91.92,C,Black,34.81,25.19
Jul-23-2021,14:59:39,Measure,66.75,E,Yellow,23.6,50.49
Jul-24-2021,18:42:36,Idle,62.18,E,Red,43.31,43.86
Jul-25-2021,01:41:47,Alert,43.31,D,Yellow,42.44,48.74
Jul-26-2021,22:12:39,Run,11.65,B,Black,57.89,63.44
Jul-27-2021,08:42:42,Stop,21.49,B,Blue,53.66,83.27
Jul-28-2021,22:57:30,Run,77.88,D,Red,32.11,15.6
Jul-29-2021,15:41:55,Idle,52.44,B,Red,44.11,25.23
Jul-30-2021,11:56:05,Alert,23.49,C,Green,44.43,46.91
Jul-31-2021,11:09:49,Measure,33.76,D,Blue,23.36,35.83
Aug-01-2021,17:03:08,Start,95.31,D,Blue,35.29,162.25
Aug-02-2021,06:49:07,Stop,43.04,B,Yellow,38.44,0.41
Aug-03-2021,10:06:40,Start,91.69,A,Red,71.5,13.16
Aug-04-2021,07:02:16,Measure,37.42,B,Yellow,52.87,9.9
Aug-05-2021,01:14:45,Idle,58.89,A,Blue,59.93,9.13
Aug-06-2021,17:47:51,Idle,11.84,D,Green,27.52,7.55
Aug-07-2021,21:03:56,Measure,56.97,A,Red,67.91,37.05
Aug-08-2021,19:05:37,Run,67.32,C,Blue,69.52,2.66
Aug-09-2021,10:25:16,Measure,31.09,E,Green,20.02,40.6
Aug-10-2021,23:27:34,Stop,62.1,A,Black,39.42,35.47
Aug-11-2021,12:53:34,Alert,68.25,E,Blue,57.44,8.66
Aug-12-2021,15:14:42,Start,71.82,C,Black,59.67,8.74
Aug-13-2021,17:46:36,Start,79.88,E,Yellow,39.82,29.74
Aug-14-2021,15:47:48,Idle,38.02,C,Black,45.42,43.09
Aug-16-2021,08:26:54,Run,61.1,E,Blue,41.04,62.74
Aug-17-2021,02:51:44,Idle,98.34,E,Black,51.66,57.34
Aug-18-2021,21:34:27,Stop,90.83,B,Red,67.96,100.47
Aug-19-2021,06:37:08,Measure,95.74,A,Blue,38.43,26.12
Aug-20-2021,11:14:20,Start,44.75,E,Green,65.01,71.79
Aug-21-2021,19:34:41,Stop,80.82,D,Black,38.27,49.59
Aug-22-2021,00:50:18,Idle,65.79,B,Red,37.29,67.52
Aug-24-2021,22:22:12,Idle,17.45,A,Yellow,62.28,0.35
Aug-25-2021,11:00:50,Start,84.16,B,Yellow,63.83,101.36
Aug-26-2021,23:15:24,Idle,70.94,A,Black,62.77,19.25
Aug-27-2021,22:22:27,Run,27.9,C,Yellow,30.26,48.01
Aug-28-2021,14:15:42,Idle,17.18,E,Green,43.01,4.08
Aug-29-2021,23:37:10,Alert,85.33,D,Blue,62.34,15.12
Aug-30-2021,02:14:00,Measure,17.1,B,Red,50.62,9.5
Aug-31-2021,06:00:48,Idle,18.22,B,Black,33.89,10.34
Sep-01-2021,08:28:25,Alert,48.47,B,Yellow,56.87,3.95
Sep-02-2021,22:44:42,Stop,22.13,B,Blue,39.28,49.16
Sep-03-2021,19:37:32,Idle,92.23,E,Green,76.92,0.28
Sep-04-2021,06:11:30,Run,52.33,A,Yellow,73.17,11.24
Sep-05-2021,21:19:54,Stop,61.22,E,Yellow,59.06,5.75
Sep-06-2021,18:16:35,Idle,93.53,C,Red,70.42,26.68
Sep-07-2021,02:00:49,Start,57.72,E,Green,50.97,8.8
Sep-08-2021,20:46:39,Alert,41.82,E,Green,61.48,8.99
Sep-09-2021,00:19:13,Alert,81.74,C,Black,72.17,20.1
Sep-10-2021,03:04:22,Start,49.86,E,Red,53.68,31.73
Sep-11-2021,12:59:55,Measure,38.66,A,Black,46.17,3.88
Sep-12-2021,14:05:32,Run,75.09,D,Red,24.43,5.79
Sep-13-2021,22:18:12,Alert,82.14,C,Green,48.75,8.52
Sep-14-2021,05:14:15,Stop,81.25,B,Red,62.35,109.2
Sep-15-2021,23:22:47,Run,97.99,A,Red,64.18,15.18
Sep-16-2021,09:53:40,Alert,80.8,D,Red,57.57,27.41
Sep-17-2021,08:48:16,Measure,79.29,A,Blue,41.88,8.29
Sep-18-2021,16:55:43,Stop,87.17,A,Blue,20.35,20.23
Sep-19-2021,12:29:43,Run,10.02,B,Green,42.57,2.31
Sep-20-2021,13:09:54,Stop,42.62,D,Red,45.43,1.06
Sep-21-2021,18:28:01,Start,76.38,A,Green,45.31,18.97
Sep-22-2021,03:18:06,Idle,63.97,B,Blue,59.28,15.26
Sep-23-2021,14:46:55,Start,25.98,C,Red,79.79,4.42
Sep-24-2021,05:02:37,Run,37.34,B,Black,51.85,34.9
Sep-25-2021,15:01:30,Idle,40.31,E,Blue,46.75,148.44
Sep-26-2021,06:29:42,Start,61.1,B,Blue,46.11,15.11
Sep-27-2021,06:35:28,Idle,84.84,B,Blue,51.87,29.39
Sep-28-2021,23:51:38,Alert,93.92,B,Red,37.58,98.89
Sep-29-2021,03:28:43,Stop,77.51,A,Yellow,51.8,53.43
Sep-30-2021,04:54:28,Idle,85.87,D,Black,56.76,18.68
Oct-01-2021,18:25:36,Alert,52.31,B,Black,53.15,40.12
Oct-02-2021,18:52:29,Measure,45.08,B,Green,56.86,4.11
Oct-03-2021,02:58:57,Start,45.34,E,Red,56.51,21.53
Oct-04-2021,10:06:48,Measure,65.44,E,Blue,23.42,9.82
Oct-05-2021,08:52:40,Run,21.18,C,Yellow,59.55,5.27
Oct-06-2021,09:12:14,Alert,62.15,C,Red,39.93,16.67
Oct-07-2021,21:04:28,Measure,69.86,E,Red,33.56,4.21
Oct-10-2021,02:26:26,Measure,49.5,D,Yellow,33.43,36.02
Oct-11-2021,07:31:19,Alert,95.79,C,Blue,56.5,18.28
Oct-12-2021,09:12:28,Stop,64.74,D,Red,46.66,22.72
Oct-13-2021,02:53:07,Idle,29.8,E,Black,24.77,4.75
Oct-14-2021,08:29:21,Run,53.13,C,Black,57.17,4.52
Oct-15-2021,20:11:10,Run,70.79,B,Yellow,28.41,26.27
Oct-16-2021,01:49:40,Start,39.13,E,Blue,52.1,126.01
Oct-17-2021,01:33:02,Idle,17.17,C,Yellow,53.58,3.04
Oct-18-2021,15:50:03,Start,62.51,D,Red,63.28,10.09
Oct-19-2021,22:56:49,Run,95.31,D,Black,76.73,61.08
Oct-20-2021,19:24:29,Idle,53.66,C,Green,29.53,2.25
Oct-21-2021,17:41:10,Measure,91.55,D,Yellow,49.21,62.6
Oct-22-2021,16:25:55,Stop,85.15,C,Green,45.85,22.29
Oct-23-2021,22:55:51,Measure,23.27,C,Green,56.51,15.74
Oct-24-2021,15:19:44,Stop,73.74,D,Black,53.24,11.12
Oct-25-2021,01:23:30,Alert,49.19,A,Yellow,44.71,10.58
Oct-26-2021,01:56:13,Start,32.52,B,Green,43.39,10.95
Oct-27-2021,03:48:12,Start,71.82,E,Red,33.25,64.83
Oct-28-2021,03:34:43,Alert,76.84,B,Blue,64.82,38.6
Oct-29-2021,21:54:07,Idle,26.19,E,Blue,56.89,33.23
Oct-30-2021,01:05:30,Alert,92.3,E,Black,63.77,48.1
Oct-31-2021,21:09:43,Run,77.6,B,Yellow,45.34,8.92
Nov-01-2021,20:41:09,Alert,94.0,C,Yellow,40.15,28.87
Nov-02-2021,22:02:31,Stop,38.54,D,Blue,33.83,18.49
Nov-03-2021,19:09:28,Run,94.54,A,Red,55.38,45.76
Nov-04-2021,08:51:50,Alert,43.17,A,Blue,34.4,11.1
Nov-06-2021,13:33:36,Start,14.86,A,Blue,77.73,30.92
Nov-07-2021,19:07:06,Measure,78.67,B,Yellow,30.39,64.17
Nov-08-2021,05:10:43,Stop,73.32,B,Green,54.1,15.43
Nov-09-2021,17:50:41,Stop,63.81,C,Red,73.5,2.07
Nov-10-2021,20:45:02,Idle,54.09,A,Yellow,58.99,21.77
Nov-11-2021,17:23:46,Measure,12.89,C,Blue,52.64,12.74
Nov-12-2021,05:09:26,Stop,66.21,A,Green,35.47,33.46
Nov-13-2021,11:06:16,Alert,47.52,B,Red,29.27,90.5
Nov-14-2021,00:57:49,Stop,60.42,D,Black,61.55,19.94
Nov-15-2021,14:50:59,Stop,48.64,D,Red,72.59,18.83
Nov-16-2021,00:36:46,Stop,96.95,D,Red,43.42,31.89
Nov-18-2021,02:00:07,Idle,64.37,D,Blue,32.91,3.28
Nov-19-2021,11:58:53,Stop,77.43,E,Blue,13.13,8.77
Nov-20-2021,18:24:56,Stop,94.27,A,Black,35.29,75.39
Nov-21-2021,11:12:27,Idle,63.24,D,Black,48.3,33.25
Nov-22-2021,00:50:05,Run,11.09,E,Black,73.99,0.41
Nov-23-2021,07:03:04,Measure,13.09,E,Yellow,60.1,6.87
Nov-24-2021,21:27:38,Run,73.21,E,Yellow,54.58,34.45
Nov-25-2021,22:03:51,Start,35.12,C,Blue,44.0,43.37
Nov-26-2021,03:46:58,Idle,62.14,C,Blue,41.25,54.95
Nov-27-2021,20:36:55,Idle,28.2,E,Black,71.08,10.37
Nov-28-2021,08:01:58,Stop,34.32,D,Yellow,53.01,80.22
Nov-29-2021,06:48:15,Stop,55.42,A,Green,18.46,24.15
Dec-01-2021,16:19:57,Start,97.8,B,Yellow,39.9,35.78
Dec-02-2021,22:33:10,Stop,65.46,C,Blue,37.13,27.25
Dec-04-2021,01:32:25,Alert,94.25,D,Yellow,41.81,3.93
Dec-05-2021,01:22:40,Stop,96.34,D,Blue,58.44,99.0
Dec-06-2021,21:57:33,Stop,28.73,B,Black,48.39,3.93
Dec-07-2021,14:09:14,Alert,38.01,B,Black,48.85,8.83
Dec-08-2021,09:28:56,Start,79.3,D,Black,69.7,50.4
Dec-09-2021,22:58:16,Alert,88.01,B,Green,39.55,28.92
Dec-10-2021,08:49:35,Idle,56.73,D,Green,77.96,54.63
Dec-11-2021,08:15:35,Alert,99.39,B,Blue,39.93,21.75
Dec-12-2021,15:50:32,Measure,11.04,B,Red,51.34,14.2
Dec-13-2021,22:30:05,Idle,36.96,D,Green,45.78,76.47
Dec-14-2021,09:15:03,Stop,66.08,E,Blue,51.85,1.11
Dec-15-2021,21:21:12,Idle,52.24,D,Yellow,56.67,58.17
Dec-16-2021,15:51:28,Start,20.49,A,Black,56.51,7.87
Dec-17-2021,05:25:10,Start,43.1,B,Black,38.7,56.66
Dec-18-2021,23:28:02,Alert,12.29,C,Black,33.16,4.5
Dec-19-2021,19:09:59,Idle,67.85,B,Blue,87.55,26.04
Dec-21-2021,00:51:42,Stop,90.35,A,Black,42.74,65.71
Dec-22-2021,11:13:24,Start,89.64,C,Green,60.49,19.25
Dec-23-2021,07:42:03,Run,72.96,C,Yellow,25.89,41.18
Dec-24-2021,06:09:50,Stop,51.92,D,Black,45.81,48.99
Dec-25-2021,03:01:25,Run,56.08,E,Blue,48.09,40.01
Dec-26-2021,20:49:13,Measure,22.32,D,Yellow,57.09,77.84
Dec-27-2021,15:53:42,Run,40.69,C,Black,9.16,17.76
Dec-28-2021,09:16:45,Start,26.9,C,Red,52.49,5.7
Dec-29-2021,21:03:18,Alert,83.91,E,Black,32.75,1.47
Dec-31-2021,01:38:08,Measure,92.33,B,Green,54.87,8.49
Jan-01-2022,18:15:53,Idle,58.32,E,Yellow,34.46,4.64
Jan-02-2022,15:17:22,Stop,75.5,D,Green,37.17,24.49
Jan-03-2022,20:20:10,Start,20.93,B,Red,45.9,6.14
Jan-04-2022,06:40:03,Measure,64.77,D,Red,34.22,1.19
Jan-05-2022,12:58:25,Measure,73.25,E,Green,42.87,1.1
Jan-06-2022,03:50:33,Start,50.75,B,Yellow,32.1,53.44
Jan-07-2022,08:11:01,Idle,31.89,E,Red,22.5,26.85
Jan-08-2022,05:04:04,Idle,88.96,A,Red,65.27,13.3
Jan-09-2022,19:21:04,Alert,76.86,C,Black,30.56,67.39
Jan-10-2022,03:08:28,Run,90.99,B,Blue,47.32,2.18
Jan-11-2022,21:26:09,Idle,83.66,C,Red,61.29,117.85
Jan-12-2022,15:41:41,Alert,99.13,A,Yellow,40.78,28.74
Jan-13-2022,18:09:05,Run,27.3,B,Yellow,37.62,6.08
Jan-14-2022,16:04:57,Measure,17.81,C,Black,53.39,34.1
Jan-15-2022,05:58:55,Start,40.33,C,Yellow,66.77,43.24
Jan-16-2022,14:24:58,Idle,21.61,B,Black,32.46,16.83
Jan-18-2022,18:49:03,Alert,57.08,C,Red,47.75,59.34
Jan-19-2022,07:58:47,Measure,66.97,C,Red,24.01,4.9
Jan-20-2022,23:50:51,Idle,62.05,B,Red,44.1,9.81
Jan-21-2022,02:09:33,Stop,33.33,C,Red,50.51,2.94
Jan-22-2022,03:05:42,Measure,91.79,C,Blue,37.18,7.11
Jan-23-2022,13:15:58,Idle,11.91,D,Blue,43.15,8.18
Jan-24-2022,20:18:33,Measure,41.32,D,Red,28.88,74.9
Jan-25-2022,16:40:16,Start,74.71,A,Yellow,51.16,2.44
Jan-26-2022,14:29:38,Start,79.02,D,Black,65.84,16.73
Jan-27-2022,21:54:30,Start,47.45,D,Green,33.54,22.8
Jan-28-2022,18:34:28,Run,11.52,A,Black,40.66,68.69
Jan-29-2022,00:03:27,Stop,65.62,C,Green,57.54,182.2
Jan-30-2022,17:25:39,Start,15.68,C,Green,68.18,42.0
Jan-31-2022,18:54:54,Stop,19.71,D,Red,27.6,106.0
Feb-01-2022,05:00:07,Start,68.52,A,Green,47.47,46.41
Feb-03-2022,00:50:42,Run,38.12,C,Red,54.25,99.07
Feb-04-2022,20:23:24,Measure,41.32,E,Blue,48.47,36.86
Feb-05-2022,14:54:56,Idle,53.81,B,Yellow,12.85,2.49
Feb-06-2022,10:18:28,Idle,98.07,B,Green,57.52,15.42
Feb-07-2022,20:09:55,Start,96.89,B,Yellow,72.79,31.2
Feb-09-2022,11:32:55,Idle,47.46,D,Red,51.75,12.96
Feb-10-2022,06:16:57,Start,33.89,B,Green,34.53,9.58
Feb-12-2022,09:30:59,Start,37.23,B,Black,42.3,25.84
Feb-13-2022,05:16:49,Alert,34.19,E,Blue,76.55,81.32
Feb-16-2022,04:17:25,Alert,57.9,C,Blue,63.65,1.07
Feb-17-2022,16:53:15,Alert,64.62,E,Green,59.6,43.99
Feb-18-2022,07:23:12,Stop,53.99,D,Blue,55.35,38.48
Feb-19-2022,23:15:10,Alert,46.72,B,Black,40.08,99.69
Feb-20-2022,05:58:34,Start,29.02,C,Yellow,46.99,80.08
Feb-21-2022,00:17:36,Run,53.43,B,Black,48.83,43.09
Feb-22-2022,12:09:36,Run,40.7,B,Blue,58.24,22.04
Feb-23-2022,13:16:00,Measure,58.74,D,Yellow,72.63,6.85
Feb-24-2022,01:38:09,Alert,70.77,B,Black,66.78,23.64
Feb-25-2022,19:06:55,Run,67.0,A,Red,28.71,43.49
Feb-26-2022,15:36:28,Alert,51.62,C,Red,53.36,67.81
Feb-27-2022,11:16:47,Measure,60.04,C,Yellow,61.05,46.78
Feb-28-2022,19:25:47,Run,35.64,A,Yellow,59.28,6.52
Mar-01-2022,18:57:46,Start,12.18,D,Yellow,40.56,27.47
Mar-03-2022,11:20:41,Stop,66.25,B,Red,93.71,12.11
Mar-04-2022,21:33:06,Alert,32.73,B,Black,30.84,0.28
Mar-05-2022,12:34:14,Run,70.21,C,Yellow,33.75,6.7
Mar-06-2022,00:25:34,Run,77.23,D,Red,53.5,3.6
Mar-07-2022,09:58:58,Measure,92.43,D,Yellow,81.75,55.49
Mar-08-2022,14:21:58,Start,96.23,D,Yellow,37.46,8.97
Mar-09-2022,05:51:14,Idle,10.95,B,Yellow,46.01,10.05
Mar-10-2022,23:20:06,Run,99.13,D,Red,66.16,96.52
Mar-11-2022,20:58:04,Stop,71.47,A,Black,49.73,14.3
Mar-12-2022,03:21:17,Measure,67.92,E,Red,44.98,0.29
Mar-13-2022,02:16:49,Run,11.37,D,Red,58.48,10.02
Mar-14-2022,17:55:23,Run,87.51,E,Yellow,54.09,3.81
Mar-15-2022,01:12:53,Measure,23.09,B,Green,65.46,3.25
Mar-17-2022,14:04:02,Measure,85.36,D,Green,69.37,2.42
Mar-18-2022,04:36:36,Alert,11.4,C,Green,54.61,26.99
Mar-19-2022,02:34:51,Run,68.14,B,Red,54.38,6.3
Mar-20-2022,22:59:27,Idle,49.13,A,Yellow,53.21,13.45
Mar-21-2022,17:57:51,Stop,28.07,A,Green,57.34,59.42
Mar-22-2022,03:32:25,Start,19.68,E,Blue,50.83,16.57
Mar-23-2022,15:39:16,Start,49.61,E,Blue,49.99,74.2
Mar-24-2022,07:06:56,Idle,21.1,C,Blue,67.95,20.67
Mar-25-2022,07:52:55,Measure,53.78,C,Black,72.74,15.27
Mar-27-2022,11:47:30,Measure,66.27,A,Yellow,27.39,41.64
Mar-28-2022,11:18:09,Measure,84.46,D,Red,50.15,2.28
Mar-29-2022,06:11:19,Run,71.08,A,Red,39.67,2.81
Mar-30-2022,04:47:40,Measure,15.87,A,Yellow,45.34,31.66
Mar-31-2022,06:51:53,Measure,37.67,C,Black,56.04,20.02
Apr-01-2022,13:10:06,Run,35.92,E,Yellow,60.04,46.88
Apr-02-2022,09:28:08,Run,92.35,C,Black,48.32,74.41
Apr-03-2022,03:47:09,Idle,88.1,C,Green,21.3,14.75
Apr-04-2022,18:55:30,Alert,43.31,C,Green,35.52,27.22
Apr-05-2022,16:08:44,Run,16.4,A,Black,63.45,20.84
Apr-06-2022,00:33:44,Stop,90.47,D,Yellow,8.89,119.88
Apr-07-2022,23:08:06,Measure,89.94,A,Green,67.81,53.35
Apr-08-2022,15:18:38,Alert,86.93,B,Yellow,57.82,72.82
Apr-09-2022,05:49:50,Start,86.06,C,Green,69.74,8.8
Apr-10-2022,10:11:57,Idle,53.22,C,Yellow,47.02,44.42
Apr-12-2022,09:12:11,Alert,25.97,B,Yellow,19.08,9.26
Apr-13-2022,20:09:19,Run,52.97,C,Blue,56.46,7.02
Apr-14-2022,17:35:27,Measure,54.51,C,Black,69.12,86.62
Apr-15-2022,23:04:36,Measure,54.09,C,Red,63.87,0.58
Apr-16-2022,11:57:34,Measure,58.49,B,Black,40.06,100.91
Apr-17-2022,07:53:01,Alert,33.19,A,Yellow,51.3,4.85
Apr-19-2022,17:40:44,Measure,42.96,C,Yellow,42.01,51.35
Apr-21-2022,06:41:08,Run,49.08,D,Black,37.71,9.69
Apr-22-2022,21:46:04,Alert,21.8,B,Yellow,64.33,12.96
Apr-23-2022,11:00:43,Measure,50.98,E,Green,32.04,7.33
Apr-24-2022,21:37:50,Start,82.94,B,Yellow,36.59,26.42
Apr-25-2022,18:15:30,Start,84.53,A,Black,33.44,12.84
Apr-26-2022,18:02:22,Stop,47.04,B,Black,27.65,32.14
Apr-27-2022,09:58:17,Measure,56.69,E,Black,52.2,0.47
Apr-28-2022,12:57:17,Measure,13.03,D,Blue,67.42,2.0
Apr-29-2022,02:57:59,Alert,70.7,E,Blue,47.23,3.15
