측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥),일산화탄소농도(ppm)
20170107,홍릉로,0.06,0.004,1.3,0.007,55.0,,
20170107,화랑로,0.095,0.005,1.0,0.005,61.0,,
20170108,강남구,0.032,0.012,0.5,0.005,32.0,18.0,
20170108,강남대로,0.063,0.007,1.0,0.005,49.0,28.0,
20170108,강동구,0.031,0.016,0.6,0.004,29.0,19.0,
20170108,강변북로,0.044,0.007,0.6,0.004,45.0,,
20170108,강북구,0.024,0.022,0.5,0.006,23.0,19.0,
20170108,강서구,0.035,0.012,0.7,0.006,43.0,29.0,
20170108,공항대로,0.044,0.009,0.6,0.006,54.0,,
20170108,관악구,0.044,0.011,0.7,0.005,38.0,28.0,
20170108,광진구,0.026,0.024,0.5,0.004,26.0,17.0,
20170108,구로구,0.025,0.015,0.5,0.006,31.0,20.0,
20170108,금천구,0.038,0.015,0.6,0.004,31.0,24.0,
20170108,노원구,0.032,0.018,0.6,0.005,31.0,23.0,
20170108,도봉구,0.027,0.02,0.7,0.004,34.0,21.0,
20170108,도산대로,0.033,0.009,0.9,0.004,33.0,,
20170108,동대문구,0.032,0.011,0.7,0.005,36.0,24.0,
20170108,동작구,0.041,0.013,0.6,0.004,31.0,24.0,
20170108,동작대로,0.061,0.012,0.8,0.005,53.0,35.0,
20170108,마포구,0.034,0.016,0.6,0.003,34.0,26.0,
20170108,서대문구,0.022,0.027,0.5,0.005,26.0,18.0,
20170108,서초구,0.035,0.018,0.6,0.004,33.0,17.0,
20170108,성동구,0.034,0.012,0.4,0.004,32.0,20.0,
20170108,성북구,0.034,0.013,0.6,0.004,35.0,24.0,
20170108,송파구,0.032,0.017,0.7,0.004,28.0,20.0,
20170108,신촌로,0.043,0.009,0.9,0.005,31.0,,
20170108,양천구,0.034,0.009,0.6,0.005,31.0,19.0,
20170108,영등포구,0.022,0.014,0.8,0.004,29.0,21.0,
20170108,영등포로,0.066,0.008,0.6,0.006,44.0,28.0,
20170108,용산구,0.033,0.012,0.5,0.004,29.0,26.0,
20170108,은평구,0.026,0.01,0.6,0.004,31.0,20.0,
20170108,정릉로,0.029,0.015,0.6,0.005,37.0,20.0,
20170108,종로,0.041,0.009,0.5,0.004,36.0,28.0,
20170108,종로구,0.035,0.016,0.6,0.004,30.0,22.0,
20170108,중구,0.036,0.014,0.5,0.003,30.0,23.0,
20170108,중랑구,0.035,0.013,0.5,0.005,31.0,20.0,
20170108,천호대로,0.045,0.009,0.5,0.004,31.0,24.0,
20170108,청계천로,0.039,0.011,0.5,0.005,30.0,,
20170108,한강대로,0.044,0.009,0.6,0.004,42.0,25.0,
20170108,홍릉로,0.044,0.009,1.0,0.007,36.0,,
20170108,화랑로,0.059,0.01,0.7,0.004,41.0,,
20170109,강남구,0.021,0.025,0.6,0.006,65.0,46.0,
20170109,강남대로,0.054,0.014,0.8,0.007,71.0,48.0,
20170109,강동구,0.024,0.025,0.7,0.005,65.0,47.0,
20170109,강변북로,0.044,0.014,0.6,0.004,74.0,,
20170109,강북구,0.012,0.038,0.6,0.006,51.0,45.0,
20170109,강서구,0.019,0.029,0.6,0.007,64.0,45.0,
20170109,공항대로,0.034,0.019,0.5,0.006,70.0,,
20170109,관악구,0.026,0.025,0.7,0.007,51.0,44.0,
20170109,광진구,0.022,0.032,0.7,0.005,58.0,50.0,
20170109,구로구,0.016,0.027,0.6,0.007,64.0,46.0,
20170109,금천구,0.028,0.025,0.7,0.005,57.0,47.0,
20170109,노원구,0.02,0.033,0.6,0.005,52.0,45.0,
20170109,도봉구,0.013,0.033,0.6,0.005,59.0,41.0,
20170109,도산대로,0.023,0.019,0.9,0.006,61.0,,
20170109,동대문구,0.018,0.021,0.7,0.005,64.0,47.0,
20170109,동작구,0.023,0.029,0.6,0.005,54.0,46.0,
20170109,동작대로,0.05,0.02,0.8,0.006,73.0,63.0,
20170109,마포구,0.024,0.026,0.7,0.005,64.0,52.0,
20170109,서대문구,0.019,0.03,0.7,0.006,65.0,47.0,
20170109,서초구,0.021,0.036,0.6,0.006,60.0,38.0,
20170109,성동구,0.023,0.024,0.5,0.005,63.0,47.0,
20170109,성북구,0.022,0.023,0.6,0.005,59.0,48.0,
20170109,송파구,0.02,0.032,0.7,0.005,57.0,41.0,
20170109,신촌로,0.04,0.011,1.0,0.006,59.0,,
20170109,양천구,0.024,0.018,0.7,0.006,59.0,41.0,
20170109,영등포구,0.018,0.023,0.9,0.004,61.0,49.0,
20170109,영등포로,0.056,0.016,0.6,0.007,76.0,55.0,
20170109,용산구,0.023,0.023,0.6,0.005,53.0,45.0,
20170109,은평구,0.016,0.016,0.7,0.004,64.0,48.0,
20170109,정릉로,0.023,0.025,0.7,0.006,66.0,42.0,
20170109,종로,0.02,0.02,0.5,0.004,56.0,48.0,
20170109,종로구,0.022,0.028,0.6,0.005,56.0,46.0,
20170109,중구,0.021,0.028,0.6,0.005,55.0,46.0,
20170109,중랑구,0.023,0.024,0.5,0.005,62.0,48.0,
20170109,천호대로,0.035,0.018,0.5,0.005,56.0,44.0,
20170109,청계천로,0.028,0.021,0.5,0.006,50.0,,
20170109,한강대로,0.033,0.022,0.7,0.005,77.0,52.0,
20170109,홍릉로,0.036,0.019,1.0,0.008,58.0,,
20170109,화랑로,0.036,0.02,0.6,0.005,63.0,,
20170110,강남구,0.021,0.02,0.4,0.005,32.0,14.0,
20170110,강남대로,0.063,0.012,0.6,0.006,41.0,16.0,
20170110,강동구,0.023,0.021,0.4,0.004,36.0,16.0,
20170110,강변북로,0.047,0.013,0.4,0.002,42.0,,
20170110,강북구,0.011,0.032,0.4,0.004,24.0,14.0,
20170110,강서구,0.02,0.025,0.3,0.006,34.0,15.0,
20170110,공항대로,0.035,0.017,0.5,0.006,39.0,,
20170110,관악구,0.026,0.022,0.4,0.006,31.0,19.0,
20170110,광진구,0.019,0.028,0.4,0.004,33.0,16.0,
20170110,구로구,0.016,0.02,0.3,0.006,31.0,15.0,
20170110,금천구,0.025,0.022,0.5,0.005,30.0,17.0,
20170110,노원구,0.019,0.027,0.4,0.004,28.0,15.0,
20170110,도봉구,0.01,0.029,0.4,0.004,32.0,13.0,
20170110,도산대로,0.022,0.016,0.6,0.005,32.0,,
20170110,동대문구,0.018,0.02,0.5,0.005,34.0,15.0,
20170110,동작구,0.021,0.024,0.4,0.004,29.0,17.0,
20170110,동작대로,0.046,0.017,0.5,0.006,43.0,24.0,
20170110,마포구,0.024,0.021,0.5,0.004,32.0,19.0,
20170110,서대문구,0.019,0.025,0.5,0.006,32.0,15.0,
20170110,서초구,0.023,0.028,0.4,0.005,32.0,12.0,
20170110,성동구,0.023,0.02,0.3,0.004,34.0,15.0,
20170110,성북구,0.021,0.019,0.4,0.004,34.0,17.0,
20170110,송파구,0.018,0.027,0.4,0.005,30.0,13.0,
20170110,신촌로,0.038,0.01,0.8,0.006,33.0,,
20170110,양천구,0.022,0.016,0.5,0.005,31.0,15.0,
20170110,영등포구,0.018,0.019,0.7,0.004,34.0,16.0,
20170110,영등포로,0.056,0.016,0.4,0.007,40.0,20.0,
20170110,용산구,0.021,0.02,0.3,0.004,27.0,16.0,
20170110,은평구,0.013,0.014,0.5,0.003,33.0,16.0,
20170110,정릉로,0.021,0.022,0.5,0.005,41.0,15.0,
20170110,종로,0.02,0.019,0.3,0.004,27.0,18.0,
20170110,종로구,0.022,0.023,0.4,0.004,29.0,16.0,
20170110,중구,0.02,0.023,0.3,0.003,30.0,16.0,
20170110,중랑구,0.022,0.02,0.3,0.005,34.0,17.0,
20170110,천호대로,0.034,0.015,0.3,0.005,29.0,17.0,
20170110,청계천로,0.028,0.017,0.4,0.005,26.0,,
20170110,한강대로,0.033,0.017,0.4,0.005,43.0,18.0,
20170110,홍릉로,0.035,0.018,0.7,0.007,31.0,,
20170110,화랑로,0.031,0.016,0.6,0.006,39.0,,
20170111,강남구,0.029,0.014,0.4,0.004,25.0,11.0,
20170111,강남대로,0.077,0.01,0.7,0.006,37.0,14.0,
20170111,강동구,0.032,0.014,0.5,0.004,27.0,12.0,
20170111,강변북로,0.063,0.009,0.5,0.003,36.0,,
20170111,강북구,0.022,0.022,0.4,0.004,17.0,10.0,
20170111,강서구,0.032,0.015,0.4,0.006,28.0,12.0,
20170111,공항대로,0.047,0.01,0.5,0.006,41.0,,
20170111,관악구,0.037,0.015,0.5,0.007,26.0,19.0,
20170111,광진구,0.03,0.019,0.5,0.005,25.0,10.0,
20170111,구로구,0.023,0.013,0.2,0.006,25.0,12.0,
20170111,금천구,0.034,0.015,0.5,0.005,23.0,15.0,
20170111,노원구,0.029,0.018,0.5,0.004,19.0,8.0,
20170111,도봉구,0.022,0.021,0.5,0.005,24.0,10.0,
20170111,도산대로,0.028,0.011,0.7,0.005,26.0,,
20170111,동대문구,0.028,0.015,0.6,0.005,24.0,11.0,
20170111,동작구,0.03,0.017,0.4,0.004,22.0,14.0,
20170111,동작대로,0.051,0.012,0.6,0.006,39.0,21.0,
20170111,마포구,0.034,0.014,0.5,0.004,27.0,16.0,
20170111,서대문구,0.025,0.018,0.5,0.006,25.0,12.0,
20170111,서초구,0.03,0.018,0.4,0.005,25.0,10.0,
20170111,성동구,0.033,0.013,0.4,0.004,25.0,11.0,
20170111,성북구,0.032,0.013,0.4,0.004,26.0,11.0,
20170111,송파구,0.026,0.019,0.4,0.004,24.0,10.0,
20170111,신촌로,0.047,0.007,0.9,0.007,28.0,,
20170111,양천구,0.031,0.009,0.5,0.005,23.0,11.0,
20170111,영등포구,0.021,0.014,0.7,0.005,27.0,13.0,
20170111,영등포로,0.076,0.01,0.5,0.007,33.0,17.0,
20170111,용산구,0.029,0.013,0.4,0.004,22.0,13.0,
20170111,은평구,0.018,0.01,0.7,0.002,26.0,13.0,
20170111,정릉로,0.028,0.016,0.5,0.006,31.0,12.0,
20170111,종로,0.031,0.015,0.3,0.004,21.0,15.0,
20170111,종로구,0.03,0.016,0.4,0.004,22.0,11.0,
20170111,중구,0.032,0.015,0.3,0.004,24.0,14.0,
20170111,중랑구,0.031,0.014,0.4,0.005,27.0,11.0,
20170111,천호대로,0.043,0.011,0.3,0.005,27.0,14.0,
20170111,청계천로,0.037,0.012,0.5,0.005,22.0,,
20170111,한강대로,0.041,0.012,0.5,0.006,35.0,13.0,
20170111,홍릉로,0.04,0.013,0.7,0.007,25.0,,
20170111,화랑로,0.035,0.012,0.5,0.006,32.0,,
20170112,강남구,0.028,0.015,0.4,0.004,30.0,15.0,
20170112,강남대로,0.068,0.009,0.7,0.005,45.0,20.0,
20170112,강동구,0.033,0.015,0.5,0.004,33.0,17.0,
20170112,강변북로,0.047,0.011,0.5,0.003,37.0,,
20170112,강북구,0.022,0.024,0.5,0.004,21.0,14.0,
20170112,강서구,0.03,0.016,0.4,0.006,32.0,16.0,
20170112,공항대로,0.04,0.013,0.5,0.005,43.0,,
20170112,관악구,0.035,0.017,0.5,0.006,31.0,20.0,
20170112,광진구,0.032,0.02,0.5,0.005,31.0,17.0,
20170112,구로구,0.022,0.015,0.4,0.006,32.0,18.0,
20170112,금천구,0.031,0.017,0.5,0.004,30.0,18.0,
20170112,노원구,0.031,0.018,0.6,0.004,25.0,15.0,
20170112,도봉구,0.026,0.02,0.4,0.005,29.0,14.0,
20170112,도산대로,0.027,0.013,0.7,0.005,29.0,,
20170112,동대문구,0.029,0.015,0.6,0.005,31.0,15.0,
20170112,동작구,0.026,0.021,0.4,0.004,28.0,19.0,
20170112,동작대로,0.049,0.012,0.6,0.006,46.0,28.0,
20170112,마포구,0.032,0.016,0.6,0.005,32.0,22.0,
20170112,서대문구,0.024,0.02,0.6,0.006,30.0,16.0,
20170112,서초구,0.024,0.02,0.4,0.004,30.0,13.0,
20170112,성동구,0.026,0.018,0.4,0.004,29.0,15.0,
20170112,성북구,0.033,0.014,0.6,0.004,31.0,16.0,
20170112,송파구,0.028,0.018,0.6,0.005,33.0,14.0,
20170112,신촌로,0.043,0.008,0.8,0.006,34.0,,
20170112,양천구,0.029,0.012,0.5,0.005,31.0,16.0,
20170112,영등포구,0.023,0.013,0.8,0.005,32.0,17.0,
20170112,영등포로,0.065,0.011,0.5,0.007,39.0,23.0,
20170112,용산구,0.026,0.016,0.4,0.004,27.0,17.0,
20170112,은평구,0.018,0.012,0.8,0.003,30.0,17.0,
20170112,정릉로,0.028,0.015,0.5,0.006,36.0,17.0,
20170112,종로,0.028,0.016,0.4,0.004,26.0,18.0,
20170112,종로구,0.029,0.018,0.4,0.004,27.0,15.0,
20170112,중구,0.028,0.018,0.4,0.004,28.0,17.0,
20170112,중랑구,0.033,0.014,0.4,0.005,31.0,17.0,
20170112,천호대로,0.047,0.01,0.4,0.005,33.0,20.0,
20170112,청계천로,0.033,0.015,0.4,0.006,26.0,,
20170112,한강대로,0.04,0.013,0.5,0.005,40.0,17.0,
20170112,홍릉로,0.045,0.012,0.9,0.007,30.0,,
20170112,화랑로,0.039,0.012,0.7,0.005,39.0,,
20170113,강남구,0.021,0.019,0.4,0.004,32.0,12.0,
20170113,강남대로,0.071,0.012,0.6,0.005,45.0,15.0,
20170113,강동구,0.02,0.023,0.4,0.004,32.0,13.0,
20170113,강변북로,0.046,0.015,0.4,0.004,37.0,,
20170113,강북구,0.011,0.03,0.4,0.004,24.0,11.0,
20170113,강서구,0.019,0.023,0.4,0.005,33.0,12.0,
20170113,공항대로,0.036,0.015,0.6,0.006,39.0,,
20170113,관악구,0.027,0.02,0.4,0.006,29.0,17.0,
20170113,광진구,0.02,0.026,0.4,0.004,28.0,11.0,
20170113,구로구,0.016,0.02,0.4,0.005,31.0,14.0,
20170113,금천구,0.024,0.021,0.4,0.004,27.0,13.0,
20170113,노원구,0.018,0.026,0.4,0.003,24.0,11.0,
20170113,도봉구,0.013,0.027,0.6,0.005,30.0,11.0,
20170113,도산대로,0.022,0.015,0.7,0.005,31.0,,
20170113,동대문구,0.019,0.019,0.5,0.004,31.0,12.0,
20170113,동작구,0.021,0.023,0.4,0.003,26.0,13.0,
20170113,동작대로,0.045,0.012,0.5,0.006,45.0,20.0,
20170113,마포구,0.022,0.022,0.5,0.004,31.0,16.0,
20170113,서대문구,0.017,0.026,0.5,0.006,33.0,13.0,
20170113,서초구,0.022,0.021,0.4,0.004,32.0,10.0,
20170113,성동구,0.021,0.021,0.4,0.004,29.0,13.0,
20170113,성북구,0.02,0.019,0.4,0.004,26.0,12.0,
20170113,송파구,0.018,0.026,0.4,0.004,40.0,11.0,
20170113,신촌로,0.036,0.011,0.7,0.007,31.0,,
20170113,양천구,0.021,0.015,0.4,0.004,29.0,11.0,
20170113,영등포구,0.018,0.017,0.6,0.005,32.0,14.0,
20170113,영등포로,0.056,0.015,0.4,0.006,36.0,16.0,
20170113,용산구,0.021,0.019,0.3,0.004,25.0,13.0,
20170113,은평구,0.011,0.014,0.7,0.002,32.0,13.0,
20170113,정릉로,0.023,0.018,0.5,0.006,39.0,14.0,
20170113,종로,0.02,0.02,0.3,0.003,26.0,14.0,
20170113,종로구,0.019,0.024,0.3,0.003,28.0,12.0,
20170113,중구,0.018,0.024,0.3,0.003,28.0,13.0,
20170113,중랑구,0.021,0.02,0.3,0.005,31.0,13.0,
20170113,천호대로,0.039,0.013,0.4,0.004,29.0,15.0,
20170113,청계천로,0.026,0.018,0.3,0.005,24.0,,
20170113,한강대로,0.03,0.018,0.4,0.005,40.0,14.0,
20170113,홍릉로,0.033,0.016,0.5,0.006,26.0,,
20170113,화랑로,0.03,0.015,0.5,0.005,38.0,,
20170114,강남구,0.013,0.022,0.3,0.004,48.0,10.0,
20170114,강남대로,0.056,0.015,0.5,0.005,61.0,16.0,
20170114,강동구,0.014,0.024,0.4,0.004,51.0,11.0,
20170114,강변북로,0.034,0.02,0.3,0.004,53.0,,
20170114,강북구,0.005,0.032,0.3,0.003,35.0,9.0,
20170114,강서구,0.012,0.026,0.3,0.005,48.0,11.0,
20170114,공항대로,0.018,0.023,0.6,0.008,50.0,,
20170114,관악구,0.019,0.022,0.4,0.006,36.0,16.0,
20170114,광진구,0.013,0.029,0.4,0.004,43.0,9.0,
20170114,구로구,0.011,0.02,0.4,0.005,47.0,16.0,
20170114,금천구,0.017,0.022,0.4,0.004,38.0,13.0,
20170114,노원구,0.012,0.026,0.4,0.002,34.0,8.0,
20170114,도봉구,0.008,0.027,1.0,0.004,47.0,9.0,
20170114,도산대로,0.016,0.017,0.6,0.005,50.0,,
20170114,동대문구,0.011,0.025,0.5,0.004,46.0,11.0,
20170114,동작구,0.014,0.025,0.3,0.003,38.0,12.0,
20170114,동작대로,0.035,0.015,0.5,0.005,57.0,20.0,
20170114,마포구,0.016,0.023,0.4,0.004,42.0,15.0,
20170114,서대문구,0.015,0.026,0.5,0.006,51.0,11.0,
20170114,서초구,0.014,0.024,0.4,0.004,50.0,12.0,
20170114,성동구,0.012,0.026,0.4,0.004,48.0,12.0,
20170114,성북구,0.013,0.021,0.3,0.004,50.0,13.0,
20170114,송파구,0.012,0.028,0.3,0.005,47.0,10.0,
20170114,신촌로,0.029,0.012,0.7,0.005,46.0,,
20170114,양천구,0.016,0.017,0.4,0.004,38.0,10.0,
20170114,영등포구,0.014,0.019,0.5,0.005,48.0,13.0,
20170114,영등포로,0.042,0.019,0.4,0.006,51.0,15.0,
20170114,용산구,0.014,0.021,0.3,0.003,35.0,12.0,
20170114,은평구,0.007,0.014,0.9,0.002,48.0,13.0,
20170114,정릉로,0.018,0.019,0.4,0.006,58.0,14.0,
20170114,종로,0.013,0.024,0.2,0.003,33.0,12.0,
20170114,종로구,0.012,0.025,0.3,0.003,36.0,9.0,
20170114,중구,0.011,0.025,0.3,0.003,44.0,12.0,
20170114,중랑구,0.015,0.021,0.3,0.005,46.0,13.0,
20170114,천호대로,0.036,0.013,0.3,0.004,35.0,13.0,
20170114,청계천로,0.016,0.021,0.3,0.004,33.0,,
20170114,한강대로,0.025,0.02,0.4,0.004,59.0,13.0,
20170114,홍릉로,0.028,0.018,0.5,0.007,37.0,,
20170114,화랑로,0.024,0.017,0.4,0.005,49.0,,
20170115,강남구,0.024,0.014,0.4,0.004,30.0,13.0,
20170115,강남대로,0.059,0.012,0.6,0.005,45.0,16.0,
20170115,강동구,0.024,0.016,0.5,0.004,31.0,14.0,
20170115,강변북로,0.047,0.011,0.5,0.004,36.0,,
20170115,강북구,0.017,0.021,0.5,0.004,22.0,12.0,
20170115,강서구,0.02,0.019,0.4,0.006,28.0,13.0,
20170115,공항대로,0.027,0.014,0.6,0.006,31.0,,
20170115,관악구,0.031,0.014,0.5,0.006,28.0,20.0,
20170115,광진구,0.023,0.021,0.5,0.004,26.0,12.0,
20170115,구로구,0.018,0.014,0.5,0.005,28.0,14.0,
20170115,금천구,0.026,0.015,0.5,0.004,24.0,14.0,
20170115,노원구,0.022,0.019,0.6,0.003,24.0,13.0,
20170115,도봉구,0.017,0.02,0.7,0.004,29.0,13.0,
20170115,도산대로,0.021,0.013,0.7,0.005,28.0,,
20170115,동대문구,0.023,0.016,0.6,0.004,28.0,13.0,
20170115,동작구,0.024,0.017,0.4,0.003,24.0,15.0,
20170115,동작대로,0.043,0.01,0.6,0.006,46.0,24.0,
20170115,마포구,0.023,0.017,0.5,0.004,30.0,18.0,
20170115,서대문구,0.021,0.019,0.6,0.005,29.0,14.0,
20170115,서초구,0.021,0.018,0.4,0.004,28.0,12.0,
20170115,성동구,0.024,0.015,0.4,0.004,29.0,13.0,
20170115,성북구,0.027,0.013,0.5,0.004,28.0,13.0,
20170115,송파구,0.021,0.018,0.4,0.004,27.0,13.0,
20170115,신촌로,0.036,0.008,0.9,0.007,30.0,,
20170115,양천구,0.023,0.011,0.5,0.004,25.0,12.0,
20170115,영등포구,0.018,0.014,0.6,0.005,29.0,15.0,
20170115,영등포로,0.053,0.012,0.5,0.006,33.0,18.0,
20170115,용산구,0.021,0.014,0.3,0.003,23.0,13.0,
20170115,은평구,0.012,0.01,1.0,0.002,28.0,15.0,
20170115,정릉로,0.021,0.014,0.6,0.006,36.0,15.0,
20170115,종로,0.022,0.016,0.3,0.003,23.0,14.0,
20170115,종로구,0.021,0.018,0.4,0.003,24.0,12.0,
20170115,중구,0.022,0.018,0.3,0.003,26.0,14.0,
20170115,중랑구,0.024,0.014,0.4,0.005,30.0,13.0,
20170115,천호대로,0.039,0.01,0.4,0.004,29.0,16.0,
20170115,청계천로,0.025,0.015,0.3,0.004,23.0,,
20170115,한강대로,0.033,0.014,0.4,0.005,35.0,15.0,
20170115,홍릉로,0.033,0.013,0.6,0.007,26.0,,
20170115,화랑로,0.03,0.012,0.6,0.005,35.0,,
20170116,강남구,0.041,0.006,0.6,0.005,52.0,25.0,
20170116,강남대로,0.114,0.005,1.3,0.008,73.0,34.0,
20170116,강동구,0.046,0.006,0.9,0.004,60.0,29.0,
20170116,강변북로,0.052,0.005,0.7,0.005,59.0,,
20170116,강북구,0.035,0.009,0.7,0.004,34.0,21.0,
20170116,강서구,0.043,0.006,0.6,0.006,47.0,23.0,
20170116,공항대로,0.059,0.004,0.8,0.006,60.0,,
20170116,관악구,0.062,0.005,0.9,0.008,47.0,35.0,
20170116,광진구,0.042,0.01,0.8,0.005,45.0,28.0,
20170116,구로구,0.034,0.004,0.8,0.007,51.0,27.0,
20170116,금천구,0.055,0.004,0.8,0.005,47.0,32.0,
20170116,노원구,0.043,0.009,0.9,0.005,44.0,26.0,
20170116,도봉구,0.038,0.008,,0.005,48.0,22.0,
20170116,도산대로,0.041,0.005,1.2,0.005,52.0,,
20170116,동대문구,0.042,0.007,0.8,0.005,50.0,24.0,
20170116,동작구,0.052,0.005,0.8,0.004,44.0,31.0,
20170116,동작대로,0.068,0.005,1.1,0.008,74.0,43.0,
20170116,마포구,0.048,0.005,0.8,0.004,45.0,27.0,
20170116,서대문구,0.033,0.008,0.8,0.006,47.0,23.0,
20170116,서초구,0.04,0.006,0.7,0.005,51.0,23.0,
20170116,성동구,0.04,0.008,0.6,0.004,48.0,24.0,
20170116,성북구,0.048,0.005,0.9,0.005,48.0,25.0,
20170116,송파구,0.042,0.006,1.0,0.006,58.0,31.0,
20170116,신촌로,0.052,0.004,1.2,0.007,46.0,,
20170116,양천구,0.042,0.003,0.8,0.005,43.0,23.0,
20170116,영등포구,0.028,0.007,0.9,0.005,47.0,26.0,
20170116,영등포로,0.087,0.004,0.7,0.007,58.0,35.0,
20170116,용산구,0.034,0.007,0.6,0.004,36.0,23.0,
20170116,은평구,0.033,0.005,1.1,0.003,42.0,22.0,
20170116,정릉로,0.031,0.004,0.8,0.007,54.0,27.0,
20170116,종로,0.049,0.004,0.6,0.004,41.0,28.0,
20170116,종로구,0.045,0.007,0.7,0.004,42.0,26.0,
20170116,중구,0.048,0.005,0.6,0.004,44.0,26.0,
20170116,중랑구,0.038,0.008,0.6,0.005,50.0,26.0,
20170116,천호대로,0.064,0.004,0.8,0.006,58.0,30.0,
20170116,청계천로,0.052,0.004,0.4,0.006,39.0,,
20170116,한강대로,0.054,0.004,0.7,0.005,57.0,27.0,
20170116,홍릉로,0.053,0.005,1.1,0.007,44.0,,
20170116,화랑로,0.046,0.006,0.9,0.006,61.0,,
20170117,강남구,0.056,0.003,0.8,0.006,72.0,41.0,
20170117,강남대로,0.14,0.005,1.6,0.01,83.0,46.0,
20170117,강동구,0.063,0.003,1.1,0.005,80.0,46.0,
20170117,강변북로,,0.003,1.0,0.006,78.0,,
20170117,강북구,0.057,0.003,1.0,0.005,53.0,39.0,
20170117,강서구,0.068,0.002,1.1,0.009,79.0,46.0,
20170117,공항대로,0.084,0.002,1.2,0.009,93.0,,
20170117,관악구,0.082,0.004,1.3,0.011,65.0,53.0,
20170117,광진구,0.06,0.005,1.0,0.007,66.0,54.0,
20170117,구로구,0.047,0.003,1.2,0.008,72.0,43.0,
20170117,금천구,0.073,0.003,1.1,0.007,64.0,50.0,
20170117,노원구,0.065,0.003,1.4,0.006,68.0,51.0,
20170117,도봉구,0.056,0.004,,0.007,63.0,33.0,
20170117,도산대로,0.058,0.003,1.5,0.007,65.0,,
20170117,동대문구,0.06,0.003,1.1,0.007,72.0,41.0,
20170117,동작구,0.072,0.003,1.1,0.007,62.0,49.0,
20170117,동작대로,0.086,0.004,1.4,0.009,92.0,67.0,
20170117,마포구,0.07,0.003,1.2,0.006,69.0,53.0,
20170117,서대문구,0.048,0.005,0.9,0.007,72.0,42.0,
20170117,서초구,0.05,0.004,1.2,0.006,73.0,34.0,
20170117,성동구,0.057,0.004,0.9,0.005,69.0,42.0,
20170117,성북구,0.065,0.003,1.2,0.007,67.0,43.0,
20170117,송파구,0.057,0.003,1.4,0.008,66.0,43.0,
20170117,신촌로,0.072,0.003,1.6,0.01,70.0,,
20170117,양천구,0.06,0.002,1.3,0.007,68.0,41.0,
20170117,영등포구,0.039,0.005,1.3,0.005,68.0,46.0,
20170117,영등포로,0.12,0.002,1.2,0.009,91.0,68.0,
20170117,용산구,0.049,0.003,1.1,0.006,59.0,43.0,
20170117,은평구,0.054,0.004,1.1,0.007,60.0,36.0,
20170117,정릉로,0.037,0.003,1.0,0.008,80.0,35.0,
20170117,종로,0.068,0.003,0.8,0.006,64.0,61.0,
20170117,종로구,0.067,0.003,1.2,0.006,64.0,52.0,
20170117,중구,0.069,0.002,1.1,0.006,72.0,51.0,
20170117,중랑구,0.061,0.003,0.9,0.006,70.0,45.0,
20170117,천호대로,0.081,0.003,1.0,0.007,65.0,47.0,
20170117,청계천로,0.07,0.003,0.8,0.008,57.0,,
20170117,한강대로,0.074,0.002,1.0,0.008,88.0,51.0,
20170117,홍릉로,0.07,0.002,1.6,0.009,62.0,,
20170117,화랑로,0.058,0.004,1.2,0.007,85.0,,
20170118,강남구,0.051,0.005,0.9,0.006,105.0,71.0,
20170118,강남대로,0.114,0.005,1.6,0.009,110.0,76.0,
20170118,강동구,0.07,0.002,1.4,0.005,120.0,76.0,
20170118,강변북로,,0.005,1.1,0.006,105.0,,
20170118,강북구,0.046,0.009,1.0,0.006,89.0,73.0,
20170118,강서구,0.057,0.002,1.0,0.009,103.0,70.0,
20170118,공항대로,0.074,0.002,1.3,0.008,109.0,,
20170118,관악구,0.061,0.005,1.0,0.01,93.0,77.0,
20170118,광진구,0.07,0.005,1.3,0.007,102.0,94.0,
20170118,구로구,0.039,0.004,1.0,0.008,104.0,70.0,
20170118,금천구,0.059,0.004,1.0,0.006,98.0,79.0,
20170118,노원구,0.057,0.005,1.2,0.007,97.0,82.0,
20170118,도봉구,0.05,0.006,1.1,0.006,96.0,64.0,
20170118,도산대로,0.05,0.003,1.5,0.007,91.0,,
20170118,동대문구,0.055,0.006,1.2,0.007,106.0,71.0,
20170118,동작구,0.058,0.004,1.0,0.007,93.0,80.0,
20170118,동작대로,0.074,0.004,1.2,0.009,122.0,98.0,
20170118,마포구,0.056,0.004,1.1,0.006,96.0,85.0,
20170118,서대문구,0.038,0.008,0.8,0.006,104.0,67.0,
20170118,서초구,0.047,0.004,1.1,0.006,103.0,58.0,
20170118,성동구,0.053,0.006,1.0,0.006,98.0,70.0,
20170118,성북구,0.058,0.005,1.3,0.007,89.0,64.0,
20170118,송파구,0.065,0.003,1.6,0.008,94.0,68.0,
20170118,신촌로,0.065,0.003,1.5,0.008,98.0,,
20170118,양천구,0.051,0.003,1.1,0.007,102.0,67.0,
20170118,영등포구,0.034,0.005,1.3,0.005,99.0,74.0,
20170118,영등포로,0.1,0.002,1.1,0.009,133.0,110.0,
20170118,용산구,0.043,0.005,1.0,0.006,87.0,72.0,
20170118,은평구,0.044,0.007,1.0,0.007,99.0,69.0,
20170118,정릉로,0.029,0.006,1.1,0.008,119.0,71.0,
20170118,종로,0.051,0.005,0.8,0.005,94.0,89.0,
