start_datetime,event,value,end_datetime
2021-03-11 16:51:56,Measure,39.07,2021-03-11 16:53:47
2021-03-12 10:02:04,Run,90.01,2021-03-12 10:07:52
2021-03-13 17:57:00,Alert,24.46,2021-03-13 18:03:36
2021-03-13 21:41:00,Idle,25.57,2021-03-13 21:45:23
2021-03-13 23:36:54,Measure,34.01,2021-03-13 23:41:51
2021-03-17 20:49:34,Run,20.76,2021-03-17 20:56:55
2021-03-20 12:07:37,Measure,30.73,2021-03-20 12:10:52
2021-03-23 18:57:51,Alert,19.58,2021-03-23 19:05:37
2021-03-24 19:53:21,Measure,83.96,2021-03-24 20:02:48
2021-03-25 12:17:34,Run,22.51,2021-03-25 12:24:35
2021-03-25 16:55:33,Run,77.26,2021-03-25 17:02:53
2021-03-25 20:21:42,Start,14.31,2021-03-25 20:26:55
2021-03-25 23:48:04,Alert,95.37,2021-03-25 23:57:00
2021-03-27 17:08:12,Start,74.0,2021-03-27 17:11:05
2021-03-27 23:53:15,Alert,10.61,2021-03-27 23:54:34
2021-03-29 02:52:07,Measure,78.75,2021-03-29 03:01:54
2021-04-02 02:11:43,Run,56.27,2021-04-02 02:15:07
2021-04-03 01:21:28,Start,80.14,2021-04-03 01:25:55
2021-04-03 22:12:08,Measure,57.02,2021-04-03 22:21:58
2021-04-05 02:53:03,Run,67.69,2021-04-05 03:00:18
2021-04-05 03:08:05,Alert,80.77,2021-04-05 03:17:28
2021-04-05 20:08:46,Run,46.46,2021-04-05 20:12:31
2021-04-10 01:08:07,Measure,10.24,2021-04-10 01:12:07
2021-04-11 16:47:31,Start,86.5,2021-04-11 16:55:54
2021-04-12 06:46:25,Start,44.28,2021-04-12 06:52:56
2021-04-14 08:56:38,Run,54.64,2021-04-14 09:06:00
2021-04-17 01:01:29,Measure,10.7,2021-04-17 01:03:47
2021-04-17 23:50:35,Stop,54.29,2021-04-17 23:58:10
2021-04-19 03:33:31,Alert,98.78,2021-04-19 03:36:13
2021-04-21 00:55:59,Alert,35.04,2021-04-21 01:03:40
2021-04-21 13:36:30,Measure,45.59,2021-04-21 13:41:13
2021-04-22 10:57:20,Stop,71.85,2021-04-22 11:06:57
2021-04-22 18:27:38,Start,83.33,2021-04-22 18:32:33
2021-04-23 06:07:36,Idle,47.57,2021-04-23 06:15:42
2021-04-24 18:07:15,Idle,37.87,2021-04-24 18:10:10
2021-04-25 06:34:30,Measure,94.4,2021-04-25 06:38:12
2021-04-25 09:13:58,Stop,70.94,2021-04-25 09:18:43
2021-04-25 17:45:44,Stop,20.71,2021-04-25 17:50:33
2021-04-26 09:35:40,Alert,16.2,2021-04-26 09:39:41
2021-04-26 12:54:10,Start,53.52,2021-04-26 12:59:18
2021-04-29 05:33:13,Run,29.81,2021-04-29 05:39:30
2021-04-29 19:39:12,Stop,32.86,2021-04-29 19:43:41
2021-05-01 02:03:05,Run,88.99,2021-05-01 02:10:36
2021-05-01 02:34:35,Idle,18.06,2021-05-01 02:37:10
2021-05-02 06:51:57,Run,74.38,2021-05-02 06:54:22
2021-05-03 13:25:48,Start,34.4,2021-05-03 13:33:42
2021-05-04 20:17:13,Start,78.43,2021-05-04 20:24:46
2021-05-04 21:36:50,Run,75.02,2021-05-04 21:46:10
2021-05-11 20:05:07,Measure,10.67,2021-05-11 20:08:19
2021-05-12 23:46:09,Stop,55.82,2021-05-12 23:52:22
2021-05-13 11:55:49,Measure,22.54,2021-05-13 12:00:29
2021-05-14 10:31:48,Run,87.96,2021-05-14 10:40:05
2021-05-16 02:04:50,Stop,88.44,2021-05-16 02:06:35
2021-05-17 02:56:31,Alert,47.65,2021-05-17 03:00:42
2021-05-18 06:54:19,Measure,50.0,2021-05-18 07:03:58
2021-05-19 00:33:52,Measure,37.3,2021-05-19 00:41:10
2021-05-19 04:53:39,Run,74.49,2021-05-19 05:00:12
2021-05-20 01:02:57,Idle,42.28,2021-05-20 01:04:35
2021-05-20 02:27:38,Run,34.1,2021-05-20 02:33:30
2021-05-20 13:56:02,Measure,48.9,2021-05-20 13:59:43
2021-05-21 12:11:19,Stop,18.23,2021-05-21 12:17:49
2021-05-22 14:05:33,Idle,77.19,2021-05-22 14:08:16
2021-05-22 17:13:42,Run,11.13,2021-05-22 17:17:22
2021-05-22 20:31:37,Run,68.0,2021-05-22 20:33:30
2021-05-23 08:46:26,Measure,26.46,2021-05-23 08:47:59
2021-05-24 11:43:35,Measure,30.92,2021-05-24 11:48:36
2021-05-26 05:52:51,Alert,67.21,2021-05-26 05:55:43
2021-05-28 10:55:33,Run,99.36,2021-05-28 11:01:50
2021-05-28 15:29:19,Measure,79.99,2021-05-28 15:30:41
2021-05-29 18:30:40,Start,30.33,2021-05-29 18:33:37
2021-05-30 08:24:36,Idle,25.84,2021-05-30 08:29:07
2021-06-01 01:32:23,Start,87.96,2021-06-01 01:40:20
2021-06-01 16:48:41,Idle,49.98,2021-06-01 16:51:33
2021-06-02 04:41:25,Run,22.33,2021-06-02 04:43:08
2021-06-03 22:43:02,Alert,87.6,2021-06-03 22:46:09
2021-06-06 11:51:30,Measure,83.45,2021-06-06 11:55:07
2021-06-08 01:20:19,Measure,98.55,2021-06-08 01:27:52
2021-06-09 17:14:00,Measure,91.88,2021-06-09 17:23:31
2021-06-09 23:20:07,Run,86.66,2021-06-09 23:21:51
2021-06-10 16:56:40,Idle,14.73,2021-06-10 16:59:27
2021-06-10 21:56:14,Measure,19.4,2021-06-10 22:00:52
2021-06-14 04:06:21,Start,61.21,2021-06-14 04:14:43
2021-06-15 07:39:31,Measure,57.83,2021-06-15 07:45:45
2021-06-15 12:06:46,Run,51.22,2021-06-15 12:10:42
2021-06-15 19:43:49,Alert,45.71,2021-06-15 19:48:36
2021-06-16 02:59:16,Start,48.81,2021-06-16 03:04:42
2021-06-16 14:01:30,Measure,61.24,2021-06-16 14:08:48
2021-06-16 14:23:02,Measure,10.19,2021-06-16 14:32:10
2021-06-17 01:16:12,Stop,33.46,2021-06-17 01:22:01
2021-06-18 11:04:53,Idle,56.65,2021-06-18 11:11:49
2021-06-19 12:56:32,Start,75.0,2021-06-19 13:00:55
2021-06-21 10:07:44,Stop,25.67,2021-06-21 10:12:16
2021-06-26 15:32:34,Alert,59.22,2021-06-26 15:38:56
2021-06-27 21:21:28,Idle,74.3,2021-06-27 21:25:28
2021-06-28 00:00:29,Start,50.02,2021-06-28 00:09:47
2021-06-28 11:58:47,Measure,12.44,2021-06-28 12:05:06
2021-06-28 22:03:45,Start,50.43,2021-06-28 22:06:07
2021-06-29 17:55:41,Measure,36.68,2021-06-29 18:01:43
2021-06-30 08:51:49,Idle,93.67,2021-06-30 08:57:10
2021-06-30 23:01:46,Measure,21.22,2021-06-30 23:06:05
2021-07-01 17:03:59,Alert,68.72,2021-07-01 17:08:58
2021-07-02 07:47:27,Run,14.74,2021-07-02 07:53:21
2021-07-03 05:24:16,Measure,50.16,2021-07-03 05:33:47
2021-07-03 09:49:08,Alert,59.86,2021-07-03 09:56:43
2021-07-05 02:14:45,Run,36.82,2021-07-05 02:18:02
2021-07-06 02:28:35,Idle,50.96,2021-07-06 02:31:43
2021-07-06 22:59:01,Idle,24.72,2021-07-06 23:00:49
2021-07-08 03:42:23,Start,37.37,2021-07-08 03:48:15
2021-07-09 20:22:31,Alert,65.9,2021-07-09 20:32:26
2021-07-11 17:52:13,Alert,37.16,2021-07-11 17:58:23
2021-07-12 22:19:18,Stop,90.98,2021-07-12 22:29:14
2021-07-14 01:22:31,Stop,66.56,2021-07-14 01:27:24
2021-07-14 16:08:12,Run,49.48,2021-07-14 16:12:40
2021-07-15 14:17:36,Run,13.49,2021-07-15 14:20:09
2021-07-15 20:26:45,Stop,54.96,2021-07-15 20:33:11
2021-07-16 16:46:24,Run,78.83,2021-07-16 16:51:08
2021-07-17 22:53:37,Measure,33.9,2021-07-17 22:54:47
2021-07-19 18:49:41,Stop,82.61,2021-07-19 18:56:09
2021-07-21 13:00:47,Alert,32.66,2021-07-21 13:01:58
2021-07-23 04:13:36,Measure,84.14,2021-07-23 04:15:10
2021-07-24 06:17:25,Run,17.67,2021-07-24 06:25:51
2021-07-25 15:04:05,Idle,87.96,2021-07-25 15:12:36
2021-07-27 14:17:05,Start,54.93,2021-07-27 14:21:44
2021-07-31 12:42:38,Stop,36.69,2021-07-31 12:50:58
2021-08-01 13:22:11,Idle,33.86,2021-08-01 13:32:05
2021-08-03 09:51:30,Run,48.88,2021-08-03 09:56:18
2021-08-06 03:55:35,Alert,99.91,2021-08-06 04:02:18
2021-08-06 06:31:02,Start,29.83,2021-08-06 06:33:21
2021-08-06 17:19:02,Idle,19.29,2021-08-06 17:25:54
2021-08-08 03:51:44,Start,62.65,2021-08-08 03:59:19
2021-08-09 16:48:49,Stop,53.97,2021-08-09 16:54:38
2021-08-10 11:41:32,Run,57.18,2021-08-10 11:50:06
2021-08-11 00:59:55,Alert,70.02,2021-08-11 01:03:02
2021-08-11 15:30:57,Run,34.04,2021-08-11 15:37:55
2021-08-11 20:36:14,Start,91.96,2021-08-11 20:46:00
2021-08-12 02:08:03,Idle,49.21,2021-08-12 02:14:15
2021-08-13 17:42:20,Stop,21.62,2021-08-13 17:44:34
2021-08-14 07:02:07,Stop,76.81,2021-08-14 07:06:22
2021-08-16 09:06:08,Run,67.88,2021-08-16 09:07:36
2021-08-17 05:16:11,Idle,38.42,2021-08-17 05:17:26
2021-08-18 02:34:18,Idle,65.94,2021-08-18 02:42:20
2021-08-19 18:54:04,Start,29.79,2021-08-19 19:01:48
2021-08-23 23:17:01,Run,50.04,2021-08-23 23:26:51
2021-08-24 05:32:22,Run,90.95,2021-08-24 05:34:38
2021-08-24 15:43:16,Measure,22.02,2021-08-24 15:48:04
2021-08-24 15:56:19,Run,44.8,2021-08-24 16:02:15
2021-08-25 10:54:52,Stop,83.9,2021-08-25 11:04:21
2021-08-25 16:52:16,Start,97.25,2021-08-25 17:02:13
2021-08-26 09:42:30,Idle,50.85,2021-08-26 09:48:55
2021-08-26 20:34:54,Run,55.63,2021-08-26 20:41:56
2021-08-28 23:07:43,Start,61.5,2021-08-28 23:14:41
2021-08-29 17:22:47,Run,93.91,2021-08-29 17:29:10
2021-08-31 19:12:21,Idle,87.24,2021-08-31 19:18:46
2021-09-02 03:56:25,Alert,25.35,2021-09-02 04:00:09
2021-09-03 10:53:02,Idle,49.31,2021-09-03 11:01:36
2021-09-04 11:07:09,Idle,51.76,2021-09-04 11:10:41
2021-09-04 13:20:05,Idle,81.02,2021-09-04 13:23:11
2021-09-05 00:59:30,Run,64.26,2021-09-05 01:03:42
2021-09-05 11:42:33,Measure,68.88,2021-09-05 11:52:22
2021-09-05 13:43:58,Idle,99.84,2021-09-05 13:45:07
2021-09-07 12:53:42,Stop,16.75,2021-09-07 12:56:13
2021-09-08 09:23:05,Stop,30.07,2021-09-08 09:26:23
2021-09-08 18:32:26,Start,46.71,2021-09-08 18:41:26
2021-09-11 21:59:20,Measure,41.3,2021-09-11 22:07:48
2021-09-14 15:58:57,Start,11.95,2021-09-14 16:05:29
2021-09-16 07:02:51,Stop,18.26,2021-09-16 07:09:30
2021-09-16 18:20:13,Stop,71.29,2021-09-16 18:22:04
2021-09-17 17:13:38,Alert,89.14,2021-09-17 17:22:23
2021-09-19 20:56:21,Idle,56.28,2021-09-19 21:05:15
2021-09-22 07:05:51,Stop,58.53,2021-09-22 07:13:31
2021-09-23 06:37:11,Run,32.96,2021-09-23 06:45:29
2021-09-23 21:02:39,Run,79.11,2021-09-23 21:12:07
2021-09-24 13:46:39,Start,77.66,2021-09-24 13:50:11
2021-09-24 19:35:47,Start,62.95,2021-09-24 19:45:20
2021-09-25 03:04:10,Idle,29.14,2021-09-25 03:13:32
2021-09-25 11:28:20,Idle,18.73,2021-09-25 11:29:25
2021-09-25 15:07:39,Alert,15.78,2021-09-25 15:16:58
2021-09-27 00:08:57,Measure,63.34,2021-09-27 00:11:54
2021-09-27 19:30:54,Start,84.25,2021-09-27 19:39:58
2021-09-28 21:02:33,Idle,87.25,2021-09-28 21:11:20
2021-09-29 03:49:20,Start,51.73,2021-09-29 03:53:00
2021-09-30 14:05:04,Idle,80.58,2021-09-30 14:10:33
2021-10-01 05:35:55,Stop,95.22,2021-10-01 05:37:50
2021-10-02 12:43:36,Start,34.77,2021-10-02 12:48:23
2021-10-02 22:21:17,Stop,45.82,2021-10-02 22:24:45
2021-10-03 03:17:09,Start,93.83,2021-10-03 03:18:54
2021-10-03 08:32:30,Measure,40.44,2021-10-03 08:35:53
2021-10-04 08:44:46,Alert,92.25,2021-10-04 08:51:25
2021-10-04 20:14:03,Run,98.29,2021-10-04 20:21:55
2021-10-04 21:31:24,Run,69.56,2021-10-04 21:41:03
2021-10-05 16:21:21,Run,83.52,2021-10-05 16:28:04
2021-10-09 00:04:59,Stop,77.46,2021-10-09 00:12:25
2021-10-09 01:34:15,Idle,72.96,2021-10-09 01:43:07
2021-10-09 03:55:29,Run,37.62,2021-10-09 04:01:03
2021-10-12 22:49:02,Measure,15.14,2021-10-12 22:55:54
2021-10-13 18:37:32,Run,40.87,2021-10-13 18:39:37
2021-10-16 05:48:36,Start,70.02,2021-10-16 05:50:54
2021-10-17 08:01:58,Stop,19.23,2021-10-17 08:06:19
2021-10-17 10:05:13,Start,11.07,2021-10-17 10:08:05
2021-10-18 17:16:17,Start,22.57,2021-10-18 17:18:47
2021-10-19 16:58:58,Start,74.42,2021-10-19 17:02:18
2021-10-20 12:41:57,Alert,97.55,2021-10-20 12:47:45
2021-10-21 16:53:49,Alert,98.48,2021-10-21 17:01:39
2021-10-23 10:22:08,Idle,54.46,2021-10-23 10:29:24
2021-10-23 12:05:03,Stop,88.24,2021-10-23 12:12:26
2021-10-24 07:30:28,Measure,76.31,2021-10-24 07:33:59
2021-10-26 23:50:01,Measure,55.09,2021-10-26 23:56:19
2021-10-27 05:27:41,Measure,61.55,2021-10-27 05:34:49
2021-10-27 09:15:24,Start,22.35,2021-10-27 09:24:05
2021-10-30 04:31:27,Alert,94.39,2021-10-30 04:32:38
2021-11-03 04:38:31,Stop,41.67,2021-11-03 04:42:06
2021-11-05 07:18:16,Start,50.15,2021-11-05 07:27:12
2021-11-06 23:52:36,Alert,70.45,2021-11-07 00:00:16
2021-11-08 18:01:24,Alert,40.05,2021-11-08 18:05:20
2021-11-08 23:18:12,Run,32.88,2021-11-08 23:24:52
2021-11-11 03:45:12,Run,66.79,2021-11-11 03:47:08
2021-11-13 08:10:35,Stop,12.25,2021-11-13 08:19:02
2021-11-14 08:35:54,Stop,74.87,2021-11-14 08:40:16
2021-11-14 17:14:55,Stop,56.26,2021-11-14 17:19:16
2021-11-16 03:12:14,Start,64.52,2021-11-16 03:18:43
2021-11-16 13:42:02,Idle,66.87,2021-11-16 13:49:04
2021-11-18 02:42:11,Stop,57.43,2021-11-18 02:50:44
2021-11-20 04:36:59,Run,62.43,2021-11-20 04:43:54
2021-11-21 03:24:33,Idle,71.54,2021-11-21 03:29:08
2021-11-23 22:54:13,Start,77.78,2021-11-23 22:55:35
2021-11-25 03:04:06,Idle,75.47,2021-11-25 03:07:40
2021-11-25 13:45:50,Measure,88.27,2021-11-25 13:49:55
2021-11-26 21:40:58,Idle,27.05,2021-11-26 21:46:06
2021-11-28 08:30:37,Stop,46.1,2021-11-28 08:33:50
2021-11-29 03:54:44,Start,95.3,2021-11-29 04:01:04
2021-11-29 11:35:18,Stop,45.69,2021-11-29 11:42:47
2021-11-30 08:05:13,Run,21.24,2021-11-30 08:13:26
2021-12-01 16:31:27,Measure,57.29,2021-12-01 16:32:48
2021-12-02 14:39:33,Run,19.85,2021-12-02 14:42:37
2021-12-07 00:14:39,Stop,28.26,2021-12-07 00:16:57
2021-12-07 03:20:02,Stop,99.85,2021-12-07 03:21:52
2021-12-07 18:38:27,Stop,58.72,2021-12-07 18:42:22
2021-12-08 00:29:20,Alert,35.57,2021-12-08 00:34:32
2021-12-08 18:55:21,Measure,99.53,2021-12-08 19:00:26
2021-12-08 20:21:35,Stop,96.99,2021-12-08 20:24:20
2021-12-09 09:02:38,Stop,49.67,2021-12-09 09:06:50
2021-12-11 14:04:31,Run,33.44,2021-12-11 14:10:46
2021-12-11 14:14:48,Run,85.46,2021-12-11 14:20:49
2021-12-12 00:12:00,Stop,74.41,2021-12-12 00:17:27
2021-12-12 05:26:33,Start,71.82,2021-12-12 05:30:22
2021-12-13 10:53:19,Alert,90.38,2021-12-13 11:01:53
2021-12-14 17:01:32,Run,72.05,2021-12-14 17:07:23
2021-12-14 18:26:07,Start,35.54,2021-12-14 18:29:27
2021-12-15 21:26:51,Alert,72.45,2021-12-15 21:30:16
2021-12-17 01:17:15,Stop,37.52,2021-12-17 01:25:19
2021-12-17 13:48:25,Measure,78.33,2021-12-17 13:54:38
2021-12-18 20:48:57,Idle,65.78,2021-12-18 20:53:00
2021-12-19 17:29:48,Idle,16.97,2021-12-19 17:32:55
2021-12-19 21:02:00,Stop,56.16,2021-12-19 21:07:46
2021-12-20 21:14:10,Run,40.9,2021-12-20 21:19:22
2021-12-21 06:49:21,Start,39.57,2021-12-21 06:56:46
2021-12-22 08:32:22,Measure,64.2,2021-12-22 08:37:11
2021-12-22 14:01:52,Alert,39.01,2021-12-22 14:07:22
2021-12-25 06:05:44,Stop,79.92,2021-12-25 06:13:38
2021-12-25 11:34:26,Measure,16.37,2021-12-25 11:38:43
2021-12-25 14:35:06,Measure,69.43,2021-12-25 14:41:28
2021-12-25 21:59:03,Run,82.83,2021-12-25 22:00:58
2021-12-26 00:10:23,Alert,70.55,2021-12-26 00:14:45
2021-12-26 02:29:01,Measure,54.75,2021-12-26 02:32:18
2021-12-26 17:07:19,Run,95.53,2021-12-26 17:15:20
2021-12-27 03:22:29,Start,36.99,2021-12-27 03:24:25
2021-12-30 13:37:02,Run,11.73,2021-12-30 13:39:12
2021-12-30 20:20:42,Start,48.88,2021-12-30 20:27:53
2021-12-31 01:33:32,Start,12.97,2021-12-31 01:43:05
2022-01-03 14:16:11,Measure,95.85,2022-01-03 14:18:34
2022-01-05 19:39:07,Run,28.89,2022-01-05 19:40:49
2022-01-06 13:36:57,Start,81.0,2022-01-06 13:40:09
2022-01-07 20:34:29,Alert,79.71,2022-01-07 20:42:03
2022-01-08 12:33:57,Measure,29.6,2022-01-08 12:36:01
2022-01-09 06:28:58,Run,65.91,2022-01-09 06:34:47
2022-01-10 16:05:27,Run,14.33,2022-01-10 16:12:42
2022-01-11 08:20:48,Idle,53.52,2022-01-11 08:29:34
2022-01-15 01:47:40,Run,11.32,2022-01-15 01:52:12
2022-01-15 04:42:53,Measure,92.9,2022-01-15 04:46:20
2022-01-16 16:32:57,Alert,97.85,2022-01-16 16:41:47
2022-01-17 21:20:17,Run,30.01,2022-01-17 21:23:45
2022-01-18 06:59:41,Idle,28.73,2022-01-18 07:02:08
2022-01-18 18:39:30,Measure,77.83,2022-01-18 18:45:53
2022-01-19 10:07:55,Start,32.8,2022-01-19 10:15:30
2022-01-21 00:05:18,Stop,90.56,2022-01-21 00:13:01
2022-01-21 15:08:41,Stop,61.65,2022-01-21 15:11:02
2022-01-22 04:53:18,Start,41.57,2022-01-22 04:59:03
2022-01-22 06:31:42,Run,84.94,2022-01-22 06:39:03
2022-01-22 17:06:44,Stop,54.41,2022-01-22 17:12:13
2022-01-22 22:59:28,Stop,92.05,2022-01-22 23:05:19
2022-01-23 09:04:24,Start,93.52,2022-01-23 09:12:56
2022-01-24 10:43:34,Run,24.89,2022-01-24 10:44:57
2022-01-26 00:29:51,Run,10.21,2022-01-26 00:36:01
2022-01-28 12:07:08,Start,98.55,2022-01-28 12:15:48
2022-01-29 02:29:59,Run,91.55,2022-01-29 02:34:26
2022-01-30 22:01:28,Run,14.99,2022-01-30 22:09:45
2022-01-31 05:58:09,Measure,84.97,2022-01-31 06:08:06
2022-02-02 17:12:09,Measure,51.2,2022-02-02 17:18:44
2022-02-03 01:15:15,Start,33.31,2022-02-03 01:23:16
2022-02-03 18:12:27,Alert,89.09,2022-02-03 18:18:47
2022-02-04 02:18:49,Stop,27.7,2022-02-04 02:28:05
2022-02-04 14:24:40,Measure,95.26,2022-02-04 14:28:22
2022-02-06 19:24:52,Stop,28.51,2022-02-06 19:28:36
2022-02-06 20:11:25,Idle,65.23,2022-02-06 20:17:19
2022-02-07 11:00:05,Start,30.08,2022-02-07 11:01:46
2022-02-09 07:56:11,Alert,59.11,2022-02-09 08:01:55
2022-02-11 06:58:51,Idle,71.56,2022-02-11 07:06:17
2022-02-15 06:13:36,Idle,27.12,2022-02-15 06:16:53
2022-02-16 12:39:42,Run,56.88,2022-02-16 12:43:48
2022-02-18 05:42:58,Idle,52.22,2022-02-18 05:51:08
2022-02-18 10:21:04,Start,16.39,2022-02-18 10:28:59
2022-02-24 17:45:55,Measure,83.65,2022-02-24 17:54:00
2022-02-25 20:46:40,Start,40.21,2022-02-25 20:54:35
2022-02-26 05:07:39,Measure,61.71,2022-02-26 05:09:04
2022-03-02 19:22:50,Idle,56.33,2022-03-02 19:30:00
2022-03-03 07:34:27,Idle,56.19,2022-03-03 07:41:51
2022-03-04 10:17:45,Alert,19.65,2022-03-04 10:19:40
2022-03-04 15:36:42,Measure,48.11,2022-03-04 15:41:54
2022-03-05 18:35:21,Idle,50.71,2022-03-05 18:38:06
2022-03-05 23:48:42,Run,76.03,2022-03-05 23:51:51
2022-03-08 05:07:47,Stop,85.6,2022-03-08 05:15:02
2022-03-08 13:20:35,Alert,59.05,2022-03-08 13:26:42
2022-03-11 02:58:19,Start,17.81,2022-03-11 03:00:49
2022-03-11 17:06:27,Alert,31.32,2022-03-11 17:13:59
2022-03-11 21:48:16,Stop,24.84,2022-03-11 21:58:09
2022-03-12 04:54:50,Measure,21.22,2022-03-12 04:57:39
2022-03-13 00:25:18,Start,42.93,2022-03-13 00:31:57
2022-03-13 23:10:21,Start,30.65,2022-03-13 23:17:16
2022-03-14 13:24:44,Measure,29.65,2022-03-14 13:28:31
2022-03-15 02:32:29,Alert,14.92,2022-03-15 02:41:00
2022-03-15 21:16:55,Idle,11.59,2022-03-15 21:19:39
2022-03-16 07:26:34,Alert,19.25,2022-03-16 07:30:03
2022-03-16 07:49:45,Stop,25.5,2022-03-16 07:53:10
2022-03-17 08:59:37,Run,48.79,2022-03-17 09:05:35
2022-03-18 11:11:26,Idle,55.95,2022-03-18 11:15:12
2022-03-18 12:10:50,Alert,22.65,2022-03-18 12:12:37
2022-03-19 03:40:12,Run,48.23,2022-03-19 03:45:10
2022-03-19 23:29:29,Run,40.76,2022-03-19 23:30:35
2022-03-22 04:22:43,Measure,26.51,2022-03-22 04:31:26
2022-03-27 11:15:42,Stop,10.62,2022-03-27 11:24:14
2022-03-28 04:58:15,Stop,52.03,2022-03-28 05:05:25
2022-03-30 08:05:54,Stop,71.71,2022-03-30 08:15:00
2022-03-31 10:36:45,Idle,30.36,2022-03-31 10:41:15
2022-03-31 22:42:32,Start,21.86,2022-03-31 22:46:16
2022-04-01 13:51:20,Idle,89.83,2022-04-01 13:54:24
2022-04-04 08:36:45,Alert,34.75,2022-04-04 08:43:21
2022-04-04 19:36:08,Run,30.13,2022-04-04 19:40:19
2022-04-05 01:09:06,Run,87.14,2022-04-05 01:13:39
2022-04-09 08:23:09,Start,83.54,2022-04-09 08:29:36
2022-04-11 09:06:44,Alert,50.35,2022-04-11 09:14:04
2022-04-12 06:31:16,Start,54.03,2022-04-12 06:36:14
2022-04-12 11:39:35,Run,29.6,2022-04-12 11:49:26
2022-04-12 23:03:23,Idle,17.05,2022-04-12 23:05:44
2022-04-14 03:39:38,Stop,61.61,2022-04-14 03:46:40
2022-04-16 09:47:02,Run,18.85,2022-04-16 09:56:26
2022-04-17 05:26:32,Measure,50.43,2022-04-17 05:30:53
2022-04-17 05:39:22,Stop,94.64,2022-04-17 05:48:45
2022-04-19 20:45:47,Run,95.76,2022-04-19 20:47:23
2022-04-20 06:14:36,Idle,31.54,2022-04-20 06:22:17
2022-04-20 15:05:16,Start,66.17,2022-04-20 15:09:11
2022-04-22 12:12:04,Stop,52.67,2022-04-22 12:20:50
2022-04-26 02:31:06,Idle,88.81,2022-04-26 02:35:26
2022-04-27 19:47:36,Alert,34.43,2022-04-27 19:57:35
2022-04-28 08:26:57,Measure,10.33,2022-04-28 08:34:30
2022-04-28 10:14:20,Stop,24.63,2022-04-28 10:16:01
2022-04-29 16:48:20,Start,41.46,2022-04-29 16:55:52
2022-04-29 17:26:21,Alert,38.41,2022-04-29 17:34:41
2022-05-06 03:40:22,Idle,81.22,2022-05-06 03:49:47
2022-05-06 13:34:34,Measure,71.25,2022-05-06 13:40:53
2022-05-07 07:20:29,Start,36.96,2022-05-07 07:25:03
2022-05-07 18:18:21,Idle,51.2,2022-05-07 18:20:31
2022-05-09 21:12:59,Idle,18.6,2022-05-09 21:17:54
2022-05-11 05:12:03,Stop,90.83,2022-05-11 05:17:43
2022-05-13 23:43:53,Stop,94.19,2022-05-13 23:47:34
2022-05-14 07:40:34,Start,98.18,2022-05-14 07:44:44
2022-05-17 12:43:56,Run,88.17,2022-05-17 12:45:04
2022-05-17 21:05:53,Run,25.66,2022-05-17 21:07:52
2022-05-19 20:55:20,Idle,14.16,2022-05-19 21:00:04
2022-05-21 13:31:57,Stop,62.16,2022-05-21 13:37:43
2022-05-24 08:22:02,Measure,92.13,2022-05-24 08:25:50
2022-05-25 06:07:43,Measure,25.96,2022-05-25 06:09:44
2022-05-26 00:49:28,Idle,10.63,2022-05-26 00:56:16
2022-05-27 10:26:28,Stop,82.49,2022-05-27 10:34:49
2022-05-29 05:07:41,Start,16.91,2022-05-29 05:08:54
2022-05-30 13:09:36,Start,47.23,2022-05-30 13:13:19
2022-06-03 01:56:11,Start,71.1,2022-06-03 02:04:10
2022-06-03 09:57:56,Measure,31.31,2022-06-03 10:07:35
2022-06-05 23:31:25,Stop,17.56,2022-06-05 23:32:52
2022-06-06 17:05:19,Stop,79.3,2022-06-06 17:13:44
2022-06-07 23:24:47,Measure,66.72,2022-06-07 23:29:14
2022-06-08 13:41:37,Start,98.96,2022-06-08 13:50:26
2022-06-13 20:10:32,Start,40.99,2022-06-13 20:13:15
2022-06-13 23:56:00,Idle,15.56,2022-06-14 00:04:05
2022-06-14 01:19:27,Run,76.09,2022-06-14 01:22:07
2022-06-15 15:03:32,Alert,56.96,2022-06-15 15:13:13
2022-06-17 19:30:04,Run,29.19,2022-06-17 19:32:49
2022-06-18 22:48:25,Stop,80.36,2022-06-18 22:54:01
2022-06-19 12:31:12,Stop,28.34,2022-06-19 12:33:16
2022-06-19 16:59:56,Stop,33.46,2022-06-19 17:04:03
2022-06-20 03:45:32,Run,18.33,2022-06-20 03:51:48
2022-06-21 05:22:50,Alert,45.95,2022-06-21 05:26:07
2022-06-22 10:51:49,Idle,47.7,2022-06-22 10:58:31
2022-06-22 21:33:19,Run,56.31,2022-06-22 21:36:03
2022-06-27 07:54:34,Alert,73.81,2022-06-27 08:01:53
2022-06-27 12:19:43,Start,91.55,2022-06-27 12:22:32
2022-06-27 18:37:43,Start,22.4,2022-06-27 18:44:36
2022-06-30 10:09:11,Stop,14.89,2022-06-30 10:15:27
2022-07-01 21:33:02,Measure,11.67,2022-07-01 21:38:27
2022-07-02 23:31:43,Stop,22.93,2022-07-02 23:33:47
2022-07-03 09:27:24,Measure,69.22,2022-07-03 09:33:56
2022-07-03 10:31:55,Alert,75.47,2022-07-03 10:41:27
2022-07-03 12:41:59,Start,80.79,2022-07-03 12:45:11
2022-07-06 02:42:56,Run,31.93,2022-07-06 02:52:55
2022-07-07 02:55:11,Measure,37.53,2022-07-07 03:05:05
2022-07-09 09:40:17,Alert,53.48,2022-07-09 09:49:32
